index,주차장주소,구/동,총 주차면,Latitude,Longitude
389,영등포구 신길동 120-82,영등포구 신길동,18,37.5102267,126.9186082
390,영등포구 신길동 184-3,영등포구 신길동,98,37.5153771,126.9152716
391,영등포구 신길동 186-355,영등포구 신길동,61,37.5132846,126.9140678
392,영등포구 신길동 3203-0,영등포구 신길동,129,37.502417,126.911115
393,영등포구 신길동 400-1,영등포구 신길동,26,37.5020984,126.9048179
394,영등포구 신길동 451-2,영등포구 신길동,1,37.5120291,126.9223827
395,영등포구 신길동 69-39,영등포구 신길동,143,37.5135933,126.9229824
396,영등포구 신길동 812-0,영등포구 신길동,1,37.5042636,126.9210738
397,중랑구 면목동 192-1,중랑구 명목동,82,37.5893695,127.0757187
398,중랑구 묵동 250-39,중랑구 묵동,1,37.6053225,127.0772372
399,중랑구 망우동 486-10,중랑구 상봉동,1,37.5992379,127.10012
400,중랑구 망우동 487-1,중랑구 상봉동,1,37.6002114,127.0995828
401,중랑구 망우동 490-21,중랑구 상봉동,1,37.5985605,127.0971883
402,중랑구 상봉동 127-19,중랑구 상봉동,1,37.5929124,127.0798782
403,중랑구 상봉동 399-4,중랑구 상봉동,1,37.5941906,127.08795
404,중랑구 상봉동 85-41,중랑구 상봉동,1,37.5936845,127.0904372
405,중랑구 중화동 304-36,중랑구 중화동,1,37.5994917,127.0784847
406,중랑구 중화동 61-2,중랑구 중화동,1,37.594551,127.0722315
407,강동구 성내동 540-0,강동구 성내동,1,37.5302554,127.1237961
408,강동구 성내동 583-0,강동구 성내동,1,37.52988,127.1250609
409,강동구 암사동 59-2,강동구 암사동,114,37.5528641,127.1377011
410,강동구 천호동 457-7,강동구 천호동,13,37.5402988,127.1229974
411,송파구 문정동 2-5,송파구 문정동,101,37.4911792,127.134662
412,송파구 송파동 113-2,송파구 석촌동,324,37.5058964,127.1097053
413,송파구 방이동 452-12,송파구 신천동,1,37.5079388,127.1373641
414,송파구 방이동 94-3,송파구 신천동,1,37.5166048,127.114664
415,송파구 방이동 94-3,송파구 신천동,1,37.5166048,127.114664
416,송파구 신천동 11-1,송파구 신천동,1,37.5170977,127.1049896
417,송파구 신천동 27-0,송파구 신천동,357,37.5142454,127.1033801
418,송파구 신천동 32-0,송파구 신천동,20,37.5111913,127.1049844
419,강남구 율현동 101-10,송파구 장지동,1,37.4693694,127.1181313
420,강남구 논현동 168-0,강남구 논현동,192,37.5081699,127.0260317
421,강남구 삼성동 161-2,강남구 삼성동,70,37.5143821,127.062611
422,강남구 삼성동 172-7,강남구 삼성동,1,37.5140462,127.063993
423,강서구 가양동 1485-0,강서구 가양동,1,37.5631529,126.8592772
424,강서구 개화동 664-0,강서구 개화동,483,37.5672628,126.8042211
425,동작구 노량진동 47-2,동작구 노량진동 9,1,37.5123246,126.939411
426,서초구 반포동 5-1,서초구 반포동,134,37.5041685,126.9953925
427,서초구 반포동 95-13,서초구 반포동,7,37.4981205,126.9978089
428,양천구 목동 907-1,양천구 목동,1,37.5354695,126.8778761
429,영등포구 당산동5가 9-15,영등포구 당산동,1,37.5325513,126.9006989
430,영등포구 여의도동 10-0,영등포구 여의도동,1,37.5300387,126.9262091
431,영등포구 여의도동 12-0,영등포구 여의도동,1,37.5292309,126.9248721
432,영등포구 여의도동 13-0,영등포구 여의도동,1,37.530892,126.9210728
433,영등포구 여의도동 14-0,영등포구 여의도동,1,37.53026,126.9195488
434,영등포구 여의도동 1-5,영등포구 여의도동,1,37.5282517,126.9215317
435,영등포구 여의도동 15-22,영등포구 여의도동,1,37.528366,126.9188532
436,영등포구 여의도동 16-0,영등포구 여의도동,1,37.5277714,126.9220171
437,영등포구 여의도동 1-7,영등포구 여의도동,1,37.5264347,126.917149
438,영등포구 여의도동 1-876,영등포구 여의도동,1,37.5266993,126.9152502
439,영등포구 여의도동 2-11,영등포구 여의도동,1,37.5256643,126.9242388
440,영등포구 여의도동 4-4,영등포구 여의도동,1,37.5198044,126.9299464
441,영등포구 여의도동 4-5,영등포구 여의도동,1,37.5193251,126.9290562
442,영등포구 여의도동 45-0,영등포구 여의도동,1,37.5193625,126.9274176
443,영등포구 여의도동 54-4,영등포구 여의도동,1,37.5183964,126.9323715
444,영등포구 여의도동 8-1,영등포구 여의도동,1,37.5285338,126.9302539
