index,호선,역사명,구,도로명주소,Latitude,Longitude,월임대료 평균,면적 평균,면적 당 임대료,엘리베이터유무,pc1,pc2,pc3
166,5,오금(5)역,송파구,서울특별시 송파구 오금로 지하321(오금동),37.5062405,127.1232563,3373245,27.38,123201.0592,0,-5.82448,1.94447,-1.11111
167,5,개롱역,송파구,서울특별시 송파구 오금로 지하402(가락동),37.5062405,127.1232563,6316240,40,157906,0,-5.82448,1.94447,-1.11111
168,5,거여역,송파구,서울특별시 송파구 오금로 지하499(거여동),37.5062405,127.1232563,4559758,28.98,157341.5459,0,-5.82448,1.94447,-1.11111
169,5,마천역,송파구,서울특별시 송파구 마천로57길 지하7(마천동),37.4951533,127.1530068,4234853,30,141161.7667,0,-5.82448,1.94447,-1.11111
170,6,응암역,은평구,서울특별시 은평구 증산로 지하477(신사동),37.5869005,126.9097744,7655553,33.24,230311.4621,0,-1.76666,-0.432013,0.405047
171,6,역촌역,은평구,서울특별시 은평구 서오릉로 지하63(녹번동),37.6114461,126.9153066,3889667,44.375,87654.46761,0,-1.76666,-0.432013,0.405047
172,6,불광(6)역,은평구,서울특별시 은평구 통일로 지하723-1(대조동),37.6123992,126.9292744,932822.5,37.25,25042.21477,0,-1.76666,-0.432013,0.405047
173,6,독바위역,은평구,서울특별시 은평구 불광로 지하129-1(불광동),37.6149092,126.9304818,2860106,58.15,49184.96991,0,-1.76666,-0.432013,0.405047
174,6,연신내(6)역,은평구,서울특별시 은평구 통일로 지하849(갈현동),37.6123992,126.9292744,4838459.25,24.1925,199998.3156,0,-1.76666,-0.432013,0.405047
175,6,구산역,은평구,서울특별시 은평구 연서로 지하137-1(구산동),37.6190884,126.9235023,3878219.667,32.06666667,120942.4012,0,-1.76666,-0.432013,0.405047
176,6,새절역,은평구,서울특별시 은평구 증산로 지하400(신사동),37.5869005,126.9097744,4650237.8,32.748,142000.6657,0,-1.76666,-0.432013,0.405047
177,6,증산역,은평구,서울특별시 은평구 증산로 지하306(증산동),37.5869005,126.9097744,4246942,34.6,122743.9884,0,-1.76666,-0.432013,0.405047
178,6,디지털미디어시티역,은평구,서울특별시 은평구 수색로 지하175(증산동),37.5836106,126.8932739,5371345,74.09888889,72488.87373,0,-1.76666,-0.432013,0.405047
179,6,월드컵경기장역,마포구,서울특별시 마포구 월드컵로 지하240(성산동),37.5593963,126.9058128,4265462,43,99196.7907,0,0.201913,0.109845,-1.32146
180,6,마포구청역,마포구,서울특별시 마포구 월드컵로 지하190(성산동),37.5593963,126.9058128,3978098,44.94,88520.20472,0,0.201913,0.109845,-1.32146
181,6,망원역,마포구,서울특별시 마포구 월드컵로 지하77(망원동),37.5593963,126.9058128,3993856.8,38.234,104458.2518,0,0.201913,0.109845,-1.32146
182,6,합정(6)역,마포구,서울특별시 마포구 양화로 지하45(합정동),37.552785,126.9186125,7609451.267,41.183125,184771.099,0,0.201913,0.109845,-1.32146
183,6,상수역,마포구,서울특별시 마포구 독막로 지하85(상수동),37.5467114,126.9328565,10415664,35.28571429,295180.7611,0,0.201913,0.109845,-1.32146
184,6,광흥창역,마포구,서울특별시 마포구 독막로 지하165(창전동),37.5467114,126.9328565,3569012.5,79.5,44893.23899,0,0.201913,0.109845,-1.32146
185,6,대흥역,마포구,서울특별시 마포구 대흥로 지하85(대흥동),37.5505968,126.9429055,6380433.5,37.22333333,171409.5147,0,0.201913,0.109845,-1.32146
186,6,공덕(6)역,마포구,서울특별시 마포구 백범로 지하200(공덕동),37.5495268,126.9414508,8342481.167,47.85714286,174320.502,0,0.201913,0.109845,-1.32146
187,6,효창공원앞역,용산구,서울특별시 용산구 백범로 지하287(효창동),37.5383394,126.9654883,3645437.333,39,93472.75213,0,3.29565,-0.684115,-0.732332
188,6,삼각지(6)역,용산구,서울특별시 용산구 한강대로 지하185(한강로1가),37.5516714,126.972922,4324516.5,94,46005.49468,0,3.29565,-0.684115,-0.732332
189,6,녹사평역,용산구,서울특별시 용산구 녹사평대로 지하195(용산동4가),37.5345491,126.9899665,8687609,40,217190.225,0,3.29565,-0.684115,-0.732332
190,6,이태원역,용산구,서울특별시 용산구 이태원로 지하177(이태원동),37.5340548,126.9950167,7236377.333,26,278322.2051,0,3.29565,-0.684115,-0.732332
191,6,한강진역,용산구,서울특별시 용산구 이태원로 지하287(한남동),37.5340548,126.9950167,4092272.667,57.5,71169.95943,0,3.29565,-0.684115,-0.732332
192,6,버티고개역,중구,서울특별시 중구 다산로 지하38(신당동),37.5584387,127.0119475,0,26,0,0,7.57404,3.98087,0.601224
193,6,약수(6)역,중구,서울특별시 중구 다산로 지하115(신당동),37.5584387,127.0119475,10564528,56,188652.2857,0,7.57404,3.98087,0.601224
194,6,청구역,중구,서울특별시 중구 청구로 지하77(신당동),37.5608109,127.0137038,0,0,0,0,7.57404,3.98087,0.601224
195,6,신당(6)역,중구,서울특별시 중구 다산로 지하260(흥인동),37.5584387,127.0119475,4346373.167,53.60571429,81080.40765,0,7.57404,3.98087,0.601224
196,6,동묘앞(6)역,종로구,서울특별시 종로구 지봉로 지하24(숭인동),37.5762104,127.0152403,3429726,36.75,93325.87755,0,5.43797,2.23685,-1.13737
197,6,창신역,종로구,서울특별시 종로구 지봉로 지하112(창신동),37.5762104,127.0152403,2689152,28,96041.14286,0,5.43797,2.23685,-1.13737
198,6,보문역,성북구,서울특별시 성북구 보문로 지하116(보문동1가),37.5866336,127.0181024,3144519.25,30.49,103132.8058,0,-1.31044,-0.672619,0.261881
199,6,안암역,성북구,서울특별시 성북구 고려대로 지하89(안암동5가),37.590403,127.035926,5054752,31.31285714,161427.3644,0,-1.31044,-0.672619,0.261881
200,6,고려대역,성북구,서울특별시 성북구 종암로 지하1(종암동),37.602119,127.0332133,10602944,39.68,267211.2903,0,-1.31044,-0.672619,0.261881
201,6,월곡역,성북구,서울특별시 성북구 월곡로 지하107(하월곡동),37.5965761,127.0389176,5256157.571,40.40428571,130089.1101,0,-1.31044,-0.672619,0.261881
202,6,상월곡역,성북구,서울특별시 성북구 화랑로 지하157(상월곡동),37.6052866,127.0403349,4299077,66.7,64453.92804,0,-1.31044,-0.672619,0.261881
203,6,돌곶이역,성북구,서울특별시 성북구 화랑로 지하243(석관동),37.6052866,127.0403349,6004392.5,33.68571429,178247.4448,0,-1.31044,-0.672619,0.261881
204,6,석계역,노원구,서울특별시 노원구 화랑로 지하 347-1(월계동) ,37.6245739,127.0830557,11378845.5,34.475,330060.7832,0,-3.54654,0.0328271,0.928053
205,6,태릉입구(6)역,노원구,서울특별시 노원구 동일로 지하 992-1(공릉동),37.6562713,127.0624069,2154589.778,44.274,48664.8999,0,-3.54654,0.0328271,0.928053
206,6,화랑대역,노원구,서울특별시 노원구 화랑로 지하510(공릉동),37.6245739,127.0830557,3179638.286,34.22857143,92894.27379,0,-3.54654,0.0328271,0.928053
207,6,봉화산역,중랑구,서울특별시 중랑구 신내로 지하232(신내동),37.6083906,127.0954925,2413428.2,56.2,42943.56228,0,0.00990203,-1.85906,0.310581
208,6,신내역,중랑구,서울특별시 중랑구 용마산로136길 33 신내차량기지,37.6115753,127.1077606,0,0,0,0,0.00990203,-1.85906,0.310581
209,7,도봉산역,도봉구,서울특별시 도봉구 도봉로 964-40(도봉동),37.6890803,127.046509,1124102,39.33333333,28578.86441,0,1.17058,-1.69655,-1.0179
210,7,수락산역,노원구,서울특별시 노원구 동일로 지하1662(상계동),37.6562713,127.0624069,2398897,46.35875,51746.36935,0,-3.54654,0.0328271,0.928053
211,7,마들역,노원구,서울특별시 노원구 동일로 지하1530-1(상계동),37.6562713,127.0624069,1780005.375,44.88473684,39657.25323,0,-3.54654,0.0328271,0.928053
212,7,노원(7)역,노원구,서울특별시 노원구 동일로 지하1409(상계동),37.6562713,127.0624069,8711703.429,34.56136364,252064.8062,0,-3.54654,0.0328271,0.928053
213,7,중계역,노원구,서울특별시 노원구 동일로 지하1308-1(중계동),37.6562713,127.0624069,3912536.857,50.44428571,77561.5474,0,-3.54654,0.0328271,0.928053
214,7,하계역,노원구,서울특별시 노원구 동일로 지하1196(하계동),37.6562713,127.0624069,5083906.333,43.37555556,117206.714,0,-3.54654,0.0328271,0.928053
215,7,공릉역,노원구,서울특별시 노원구 동일로 지하1074(공릉동),37.6562713,127.0624069,3611913.333,34.70166667,104084.7221,0,-3.54654,0.0328271,0.928053
216,7,태릉입구(7)역,노원구,서울특별시 노원구 동일로 지하 992-1(공릉동),37.6562713,127.0624069,4920927.75,44.2675,111163.4438,0,-3.54654,0.0328271,0.928053
217,7,먹골역,중랑구,서울특별시 중랑구 동일로 지하901(묵동),37.6042971,127.0780346,2922080,41.62571429,70198.9155,0,0.00990203,-1.85906,0.310581
218,7,중화역,중랑구,서울특별시 중랑구 동일로 지하797(중화동),37.6042971,127.0780346,5148237.7,44.33307692,116126.3341,0,0.00990203,-1.85906,0.310581
219,7,상봉역,중랑구,서울특별시 중랑구 망우로 297(상봉동),37.5967056,127.0860055,6541245.571,57.93857143,112899.6696,0,0.00990203,-1.85906,0.310581
220,7,면목역,중랑구,서울특별시 중랑구 면목로 지하407(면목동) ,37.5841989,127.0866148,5734506.636,44.72142857,128227.2687,0,0.00990203,-1.85906,0.310581
221,7,사가정역,중랑구,서울특별시 중랑구 사가정로 지하393(면목동),37.5808016,127.0875826,9838936.5,54.38818182,180902.1036,0,0.00990203,-1.85906,0.310581
222,7,용마산역,중랑구,서울특별시 중랑구 용마산로 지하227(면목동),37.5917707,127.0945783,3819445.4,47.68571429,80096.21869,0,0.00990203,-1.85906,0.310581
223,7,중곡역,광진구,서울특별시 광진구 능동로 지하417(중곡동),37.5486706,127.0759024,3170115,35.5375,89204.78368,0,0.295592,-1.62693,-1.79417
224,7,군자(7)역,광진구,서울특별시 광진구 천호대로 지하550(능동),37.5538892,127.0857152,9042582,38.72214286,233524.8344,0,0.295592,-1.62693,-1.79417
225,7,어린이대공원역,광진구,서울특별시 광진구 능동로 지하210(화양동),37.5486706,127.0759024,5509367.4,40.60818182,135671.3636,0,0.295592,-1.62693,-1.79417
226,7,건대입구(7)역,광진구,서울특별시 광진구 능동로 지하110(화양동),37.5486706,127.0759024,12941733.63,146.625,88264.16798,0,0.295592,-1.62693,-1.79417
227,7,뚝섬유원지역,광진구,서울특별시 광진구 능동로 10(자양동),37.5319161,127.0669943,5262400,29.89,176058.8826,0,0.295592,-1.62693,-1.79417
228,7,청담역,강남구,서울특별시 강남구 학동로 지하508(청담동),37.5148554,127.033969,4264559.231,57.71375,73891.56364,0,-3.29149,5.53299,-1.46002
229,7,강남구청역,강남구,서울특별시 강남구 학동로 지하346(삼성동),37.5148554,127.033969,5682873.462,94.28571429,60272.90035,0,-3.29149,5.53299,-1.46002
230,7,학동역,강남구,서울특별시 강남구 학동로 지하180(논현동),37.5148554,127.033969,6821359.643,37.18466667,183445.4966,0,-3.29149,5.53299,-1.46002
231,7,논현역,강남구,서울특별시 강남구 학동로 지하102(논현동),37.5148554,127.033969,4449386.154,39.95785714,111351.9711,0,-3.29149,5.53299,-1.46002
232,7,반포역,서초구,서울특별시 서초구 신반포로 지하241(잠원동),37.5060582,127.0033885,6096386,226.07,26966.80674,0,-0.746933,3.02472,0.773993
233,7,고속터미널(7)역,서초구,서울특별시 서초구 신반포로 지하188(반포동),37.5060582,127.0033885,25789497.25,172.4508333,149546.9564,0,-0.746933,3.02472,0.773993
234,7,내방역,서초구,서울특별시 서초구 서초대로 지하103(방배동),37.4900549,127.0007641,5226254.8,37.99833333,137539.0535,0,-0.746933,3.02472,0.773993
235,7,이수(7)역,동작구,서울특별시 동작구 사당로 지하310(사당동),37.4874957,126.9718515,13790655.5,82.4625,167235.4767,0,-0.0745646,-1.48728,1.57093
236,7,남성역,동작구,서울특별시 동작구 사당로 지하218(사당동),37.4874957,126.9718515,5563905,36.75,151398.7755,0,-0.0745646,-1.48728,1.57093
237,7,숭실대입구역,동작구,서울특별시 동작구 상도로 지하378(상도동),37.4997186,126.9414329,3326815.125,43.75125,76039.31602,0,-0.0745646,-1.48728,1.57093
238,7,상도역,동작구,서울특별시 동작구 상도로 지하272(상도1동),37.4997186,126.9414329,7215603.2,49.554,145610.9133,0,-0.0745646,-1.48728,1.57093
239,7,장승배기역,동작구,서울특별시 동작구 상도로 지하188(상도동) ,37.4997186,126.9414329,5415918,49.1,110303.8289,0,-0.0745646,-1.48728,1.57093
240,7,신대방삼거리역,동작구,서울특별시 동작구 상도로 지하76(대방동),37.4997186,126.9414329,5483940,42.87916667,127892.8773,0,-0.0745646,-1.48728,1.57093
241,7,보라매역,동작구,서울특별시 동작구 상도로 지하2(대방동),37.4997186,126.9414329,4717768.5,34.145,138168.6484,0,-0.0745646,-1.48728,1.57093
242,7,신풍역,영등포구,서울특별시 영등포구 신풍로 지하27(신길동),37.5001939,126.9128486,4170546.75,37.4775,111281.3488,0,0.90948,1.15866,3.80037
243,7,대림(7)역,영등포구,서울특별시 영등포구 도림로 지하137(대림동),37.5050273,126.8975225,8407338.333,37.165,226216.5568,0,0.90948,1.15866,3.80037
244,7,남구로역,구로구,서울특별시 구로구 도림로 지하7(구로동) ,37.488497,126.8904141,5615767,39.96833333,140505.4085,0,-0.190459,-0.776803,0.00457076
245,7,가산디지털단지역,금천구,서울특별시 금천구 벚꽃로 309(가산동),37.4822545,126.8821832,9106908.5,42.496,214300.3694,0,3.27346,-0.972953,-0.501512
246,7,천왕역,구로구,서울특별시 구로구 오리로 지하1154(천왕동),37.4943867,126.8325917,3696375,468.66,7887.114326,0,-0.190459,-0.776803,0.00457076
247,7,온수역,구로구,서울특별시 구로구 경인로3길 지하64(온수동),37.4916055,126.8232976,3250490,47.20142857,68864.22929,0,-0.190459,-0.776803,0.00457076
248,8,암사역,강동구,서울특별시 강동구 올림픽로 지하776(암사동),37.5486728,127.1275525,5760128.75,30.7275,187458.4249,0,-0.970207,-0.899822,-0.603726
249,8,천호역,강동구,서울특별시 강동구 천호대로 지하997(천호동),37.538274,127.14567,0,0,0,0,-0.970207,-0.899822,-0.603726
250,8,강동구청역,강동구,서울특별시 강동구 올림픽로 지하550(성내동),37.5486728,127.1275525,4509835.667,37.775,119386.7814,0,-0.970207,-0.899822,-0.603726
251,8,몽촌토성역,송파구,서울특별시 송파구 올림픽로 지하383(신천동),37.5213517,127.1026097,7487918,36,207997.7222,0,-5.82448,1.94447,-1.11111
252,8,잠실(8)역,송파구,서울특별시 송파구 올림픽로 305(신천동),37.5149545,127.1042019,81977500,79.98807692,1024871.495,0,-5.82448,1.94447,-1.11111
253,8,석촌역,송파구,서울특별시 송파구 송파대로 지하439(석촌동),37.4856859,127.1193237,6140416,34,180600.4706,0,-5.82448,1.94447,-1.11111
254,8,송파역,송파구,서울특별시 송파구 송파대로 지하354(가락동),37.4856859,127.1193237,3614988,29.675,121819.3092,0,-5.82448,1.94447,-1.11111
255,8,가락시장(8)역,송파구,서울특별시 송파구 송파대로 지하257(가락동),37.4856859,127.1193237,3616269.25,32.01,112973.11,0,-5.82448,1.94447,-1.11111
256,8,문정역,송파구,서울특별시 송파구 송파대로 지하179(문정동),37.4856859,127.1193237,5552551,30,185085.0333,0,-5.82448,1.94447,-1.11111
257,8,장지역,송파구,서울특별시 송파구 송파대로 지하82(장지동),37.4856859,127.1193237,6200928.667,28.95666667,214145.1134,0,-5.82448,1.94447,-1.11111
258,8,복정역,송파구,서울특별시 송파구 송파대로 지하6(장지동),37.4856859,127.1193237,8911248,50,178224.96,0,-5.82448,1.94447,-1.11111
259,9,언주,강남구,서울특별시 강남구 봉은사로 지하201(논현동),37.5085884,127.0405045,0,0,0,0,-3.29149,5.53299,-1.46002
260,9,선정릉,강남구,서울특별시 강남구 선릉로 지하580(삼성동),37.5070339,127.047777,0,0,0,0,-3.29149,5.53299,-1.46002
261,9,삼성중앙,강남구,서울특별시 강남구 봉은사로 지하501(삼성동),37.5085884,127.0405045,0,0,0,0,-3.29149,5.53299,-1.46002
262,9,봉은사,강남구,서울특별시 강남구 봉은사로 지하601(삼성동),37.5085884,127.0405045,0,0,0,0,-3.29149,5.53299,-1.46002
263,9,종합운동장,송파구,서울특별시 송파구 올림픽로 49(잠실동),37.5213517,127.1026097,0,0,0,0,-5.82448,1.94447,-1.11111
264,9,삼전,송파구,서울특별시 송파구 백제고분로 지하189(잠실동),37.5079559,127.0981246,0,0,0,0,-5.82448,1.94447,-1.11111
265,9,석촌고분,송파구,서울특별시 송파구 백제고분로 지하274(삼전동),37.5079559,127.0981246,0,0,0,0,-5.82448,1.94447,-1.11111
266,9,석촌,송파구,서울특별시 송파구 송파대로 지하439(석촌동),37.4856859,127.1193237,0,0,0,0,-5.82448,1.94447,-1.11111
267,9,송파나루,송파구,서울특별시 송파구 백제고분로 지하446(방이동),37.5079559,127.0981246,0,0,0,0,-5.82448,1.94447,-1.11111
268,9,한성백제,송파구,서울특별시 송파구 위례성대로 지하29(방이동),37.5132079,127.1229459,0,0,0,0,-5.82448,1.94447,-1.11111
269,9,올림픽공원(한국체대),송파구,서울특별시 송파구 양재대로 지하1233(방이동),37.50885,127.1247641,0,0,0,0,-5.82448,1.94447,-1.11111
270,9,둔촌오륜,강동구,서울특별시 강동구 강동대로 지하303(둔촌동),37.5231922,127.1313538,0,0,0,0,-0.970207,-0.899822,-0.603726
271,9,중앙보훈병원,강동구,서울특별시 강동구 동남로 지하625(둔촌동),37.5372136,127.15142,0,0,0,0,-0.970207,-0.899822,-0.603726
