index,호선,역사명,구,도로명주소,Latitude,Longitude,월임대료 평균,면적 평균,면적 당 임대료,엘리베이터유무,pc1,pc2,pc3
147,5,신금호역,성동구,서울특별시 성동구 금호로 지하154(금호동2가),37.5512857,127.023034,3412690.5,31.32,108962.0211,0,1.55961,-1.23871,0.53138
148,5,행당역,성동구,서울특별시 성동구 행당로 지하89(행당동),37.5561971,127.0261975,3638547,39.52,92068.49696,0,1.55961,-1.23871,0.53138
149,5,왕십리(5)역,성동구,서울특별시 성동구 왕십리로 지하300(행당동),37.5549336,127.0367427,3312402.75,61.85923077,53547.42871,0,1.55961,-1.23871,0.53138
150,5,마장역,성동구,서울특별시 성동구 마장로 지하296(마장동),37.5663079,127.0369547,4361266,30,145375.5333,0,1.55961,-1.23871,0.53138
151,5,답십리역,성동구,서울특별시 성동구 천호대로 지하300(용답동),37.5636987,127.0582683,3068462.667,42.86,71592.68938,0,1.55961,-1.23871,0.53138
152,5,장한평역,동대문구,서울특별시 동대문구 천호대로 지하405(장안동),37.5690448,127.044881,4486653.2,34.43333333,130299.7057,0,0.217542,-1.88592,0.0418715
153,5,군자(5)역,광진구,서울특별시 광진구 천호대로 지하550(능동),37.5538892,127.0857152,5325000,61.09,87166.47569,0,0.295592,-1.62693,-1.79417
154,5,아차산역,광진구,서울특별시 광진구 천호대로 지하657(능동),37.5538892,127.0857152,3397353.5,31.95333333,106322.3503,0,0.295592,-1.62693,-1.79417
155,5,광나루역,광진구,서울특별시 광진구 아차산로 지하571(광장동),37.5417175,127.0873849,4478125.25,44.58,100451.4412,0,0.295592,-1.62693,-1.79417
156,5,천호(5)역,강동구,서울특별시 강동구 천호대로 지하997(천호동),37.538274,127.14567,217793378,70.29518519,3098268.785,0,-0.970207,-0.899822,-0.603726
157,5,강동역,강동구,서울특별시 강동구 천호대로 지하1097(천호동),37.538274,127.14567,6500576.2,50.858,127818.1643,0,-0.970207,-0.899822,-0.603726
158,5,길동역,강동구,서울특별시 강동구 양재대로 지하1480(길동),37.5374092,127.1411034,5116421,31.82,160792.6147,0,-0.970207,-0.899822,-0.603726
159,5,굽은다리역,강동구,서울특별시 강동구 양재대로 지하1572(명일동),37.5374092,127.1411034,2986494.5,27.272,109507.7185,0,-0.970207,-0.899822,-0.603726
160,5,명일역,강동구,서울특별시 강동구 양재대로 지하1632(명일동),37.5374092,127.1411034,2517070.25,32.2725,77994.27531,0,-0.970207,-0.899822,-0.603726
161,5,고덕역,강동구,서울특별시 강동구 고덕로 지하253(고덕동),37.5555874,127.1475975,3956290,34.74,113882.844,0,-0.970207,-0.899822,-0.603726
162,5,상일동역,강동구,서울특별시 강동구 고덕로 지하359(상일동),37.5555874,127.1475975,2686525.667,22.41,119880.6634,0,-0.970207,-0.899822,-0.603726
163,5,둔촌동역,강동구,서울특별시 강동구 양재대로 지하1369(둔촌동),37.5374092,127.1411034,3452898,30.382,113649.4635,0,-0.970207,-0.899822,-0.603726
164,5,올림픽공원역,송파구,서울특별시 송파구 양재대로 지하1233(방이동),37.50885,127.1247641,5832764,37.2,156794.7312,0,-5.82448,1.94447,-1.11111
165,5,방이역,송파구,서울특별시 송파구 양재대로 지하1127(방이동),37.50885,127.1247641,5832764,27.89,209134.6002,0,-5.82448,1.94447,-1.11111
